State,City,UnleadedPetrol,PremiumUnleadedPetrol,UnleadedPetrol E10,UnleadedPetrol 98,Diesel,BiodieselB5,Date
NEW SOUTH WALES,SYDNEY,151.16,159.27,151.68,173.01,160.79,N/A,2026-02-17
NORTHERN TERRITORY,DARWIN,155.55,165.83,N/A,N/A,166.76,N/A,2026-02-17
QUEENSLAND,BRISBANE,149.51,157.53,150.88,171.49,159.60,168.10,2026-02-17
QUEENSLAND,CAIRNS,156.35,168.55,N/A,N/A,165.10,N/A,2026-02-17
QUEENSLAND,GLADSTONE,155.97,162.43,N/A,N/A,163.54,N/A,2026-02-17
QUEENSLAND,MACKAY,156.35,N/A,N/A,N/A,163.45,N/A,2026-02-17
QUEENSLAND,TOWNSVILLE,156.05,164.04,N/A,180.17,164.73,N/A,2026-02-17
QUEENSLAND,WEIPA,178.75,N/A,N/A,N/A,174.35,N/A,2026-02-17
SOUTH AUSTRALIA,ADELAIDE,150.85,158.32,152.78,173.23,161.28,N/A,2026-02-17
SOUTH AUSTRALIA,PORT LINCOLN,158.53,N/A,N/A,183.08,168.91,N/A,2026-02-17
TASMANIA,DEVONPORT,155.35,165.92,N/A,N/A,166.87,N/A,2026-02-17
TASMANIA,HOBART,155.44,165.98,N/A,181.58,166.21,N/A,2026-02-17
VICTORIA,GEELONG,148.74,156.75,N/A,171.02,159.96,N/A,2026-02-17
VICTORIA,MELBOURNE,148.74,156.75,150.11,171.02,159.96,N/A,2026-02-17
WESTERN AUSTRALIA,BROOME,191.24,200.23,N/A,N/A,190.84,N/A,2026-02-17
WESTERN AUSTRALIA,COCOS Island,N/A,373.39,N/A,N/A,211.36,N/A,2026-02-17
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,181.83,N/A,2026-02-17
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,164.33,N/A,2026-02-17
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,181.83,N/A,2026-02-17
WESTERN AUSTRALIA,PERTH,151.17,163.32,N/A,177.41,160.45,N/A,2026-02-17
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,188.55,N/A,2026-02-17
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,161.17,N/A,2026-02-14
NEW SOUTH WALES,SYDNEY,151.15,159.24,151.67,173.00,161.03,N/A,2026-02-14
NORTHERN TERRITORY,DARWIN,155.51,165.77,N/A,N/A,166.97,N/A,2026-02-14
QUEENSLAND,BRISBANE,149.49,157.49,150.85,171.47,159.83,168.31,2026-02-14
QUEENSLAND,CAIRNS,156.34,168.53,N/A,N/A,165.33,N/A,2026-02-14
QUEENSLAND,GLADSTONE,155.97,162.40,N/A,N/A,163.77,N/A,2026-02-14
QUEENSLAND,MACKAY,156.37,N/A,N/A,N/A,163.68,N/A,2026-02-14
QUEENSLAND,TOWNSVILLE,156.04,164.03,N/A,180.18,164.96,N/A,2026-02-14
QUEENSLAND,WEIPA,178.79,N/A,N/A,N/A,174.63,N/A,2026-02-14
SOUTH AUSTRALIA,ADELAIDE,150.84,158.28,152.76,173.21,161.52,N/A,2026-02-14
SOUTH AUSTRALIA,PORT LINCOLN,158.54,N/A,N/A,183.06,169.17,N/A,2026-02-14
TASMANIA,DEVONPORT,155.35,165.90,N/A,N/A,167.12,N/A,2026-02-14
TASMANIA,HOBART,155.44,165.96,N/A,181.58,166.46,N/A,2026-02-14
VICTORIA,GEELONG,148.72,156.71,N/A,171.00,160.19,N/A,2026-02-14
VICTORIA,MELBOURNE,148.72,156.71,150.07,171.00,160.19,N/A,2026-02-14
WESTERN AUSTRALIA,BROOME,191.58,200.56,N/A,N/A,191.13,N/A,2026-02-14
WESTERN AUSTRALIA,COCOS Island,N/A,373.33,N/A,N/A,211.55,N/A,2026-02-14
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,182.03,N/A,2026-02-14
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,164.54,N/A,2026-02-14
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,182.03,N/A,2026-02-14
WESTERN AUSTRALIA,PERTH,150.87,162.98,N/A,177.09,160.66,N/A,2026-02-14
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,188.76,N/A,2026-02-14
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,161.18,N/A,2026-02-13
NEW SOUTH WALES,SYDNEY,150.84,158.93,151.35,172.71,161.04,N/A,2026-02-13
NORTHERN TERRITORY,DARWIN,155.17,165.43,N/A,N/A,166.96,N/A,2026-02-13
QUEENSLAND,BRISBANE,149.17,157.17,150.52,171.17,159.84,168.32,2026-02-13
QUEENSLAND,CAIRNS,156.05,168.23,N/A,N/A,165.34,N/A,2026-02-13
QUEENSLAND,GLADSTONE,155.67,162.11,N/A,N/A,163.78,N/A,2026-02-13
QUEENSLAND,MACKAY,156.07,N/A,N/A,N/A,163.69,N/A,2026-02-13
QUEENSLAND,TOWNSVILLE,155.74,163.74,N/A,179.89,164.97,N/A,2026-02-13
QUEENSLAND,WEIPA,178.52,N/A,N/A,N/A,174.69,N/A,2026-02-13
SOUTH AUSTRALIA,ADELAIDE,150.54,157.97,152.44,172.92,161.54,N/A,2026-02-13
SOUTH AUSTRALIA,PORT LINCOLN,158.26,N/A,N/A,182.78,169.21,N/A,2026-02-13
TASMANIA,DEVONPORT,155.05,165.61,N/A,N/A,167.16,N/A,2026-02-13
TASMANIA,HOBART,155.13,165.66,N/A,181.30,166.50,N/A,2026-02-13
VICTORIA,GEELONG,148.41,156.40,N/A,170.71,160.20,N/A,2026-02-13
VICTORIA,MELBOURNE,148.41,156.40,149.75,170.71,160.20,N/A,2026-02-13
WESTERN AUSTRALIA,BROOME,191.62,200.62,N/A,N/A,191.18,N/A,2026-02-13
WESTERN AUSTRALIA,COCOS Island,N/A,373.03,N/A,N/A,211.53,N/A,2026-02-13
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,182.02,N/A,2026-02-13
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,164.53,N/A,2026-02-13
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,182.02,N/A,2026-02-13
WESTERN AUSTRALIA,PERTH,150.54,162.65,N/A,176.77,160.63,N/A,2026-02-13
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,188.76,N/A,2026-02-13
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,160.99,N/A,2026-02-12
NEW SOUTH WALES,SYDNEY,149.93,157.99,150.43,171.79,160.84,N/A,2026-02-12
NORTHERN TERRITORY,DARWIN,154.24,164.47,N/A,N/A,166.73,N/A,2026-02-12
QUEENSLAND,BRISBANE,148.25,156.22,149.60,170.24,159.62,168.12,2026-02-12
QUEENSLAND,CAIRNS,155.13,167.29,N/A,N/A,165.14,N/A,2026-02-12
QUEENSLAND,GLADSTONE,154.76,161.16,N/A,N/A,163.58,N/A,2026-02-12
QUEENSLAND,MACKAY,155.16,N/A,N/A,N/A,163.49,N/A,2026-02-12
QUEENSLAND,TOWNSVILLE,154.83,162.80,N/A,178.97,164.77,N/A,2026-02-12
QUEENSLAND,WEIPA,177.64,N/A,N/A,N/A,174.53,N/A,2026-02-12
SOUTH AUSTRALIA,ADELAIDE,149.61,157.04,151.51,172.00,161.34,N/A,2026-02-12
SOUTH AUSTRALIA,PORT LINCOLN,157.37,N/A,N/A,181.85,169.03,N/A,2026-02-12
TASMANIA,DEVONPORT,154.14,164.68,N/A,N/A,166.98,N/A,2026-02-12
TASMANIA,HOBART,154.23,164.74,N/A,180.39,166.32,N/A,2026-02-12
VICTORIA,GEELONG,147.49,155.45,N/A,169.77,160.00,N/A,2026-02-12
VICTORIA,MELBOURNE,147.49,155.45,148.83,169.77,160.00,N/A,2026-02-12
WESTERN AUSTRALIA,BROOME,190.95,199.93,N/A,N/A,191.03,N/A,2026-02-12
WESTERN AUSTRALIA,COCOS Island,N/A,372.15,N/A,N/A,211.33,N/A,2026-02-12
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,181.81,N/A,2026-02-12
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,164.32,N/A,2026-02-12
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,181.81,N/A,2026-02-12
WESTERN AUSTRALIA,PERTH,149.60,161.68,N/A,175.82,160.41,N/A,2026-02-12
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,188.54,N/A,2026-02-12
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,161.11,N/A,2026-02-11
NEW SOUTH WALES,SYDNEY,149.39,157.42,149.89,171.23,160.96,N/A,2026-02-11
NORTHERN TERRITORY,DARWIN,153.68,163.87,N/A,N/A,166.83,N/A,2026-02-11
QUEENSLAND,BRISBANE,147.70,155.63,149.05,169.65,159.75,168.23,2026-02-11
QUEENSLAND,CAIRNS,154.59,166.73,N/A,N/A,165.26,N/A,2026-02-11
QUEENSLAND,GLADSTONE,154.24,160.60,N/A,N/A,163.70,N/A,2026-02-11
QUEENSLAND,MACKAY,154.64,N/A,N/A,N/A,163.61,N/A,2026-02-11
QUEENSLAND,TOWNSVILLE,154.29,162.23,N/A,178.42,164.89,N/A,2026-02-11
QUEENSLAND,WEIPA,177.13,N/A,N/A,N/A,174.69,N/A,2026-02-11
SOUTH AUSTRALIA,ADELAIDE,149.07,156.46,150.96,171.42,161.47,N/A,2026-02-11
SOUTH AUSTRALIA,PORT LINCOLN,156.85,N/A,N/A,181.28,169.18,N/A,2026-02-11
TASMANIA,DEVONPORT,153.62,164.12,N/A,N/A,167.11,N/A,2026-02-11
TASMANIA,HOBART,153.70,164.18,N/A,179.84,166.45,N/A,2026-02-11
VICTORIA,GEELONG,146.94,154.87,N/A,169.20,160.12,N/A,2026-02-11
VICTORIA,MELBOURNE,146.94,154.87,148.28,169.20,160.12,N/A,2026-02-11
WESTERN AUSTRALIA,BROOME,190.72,199.66,N/A,N/A,191.19,N/A,2026-02-11
WESTERN AUSTRALIA,COCOS Island,N/A,371.60,N/A,N/A,211.44,N/A,2026-02-11
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,181.91,N/A,2026-02-11
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,164.42,N/A,2026-02-11
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,181.91,N/A,2026-02-11
WESTERN AUSTRALIA,PERTH,149.03,161.07,N/A,175.23,160.52,N/A,2026-02-11
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,188.64,N/A,2026-02-11
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,160.84,N/A,2026-02-10
NEW SOUTH WALES,SYDNEY,149.33,157.33,149.82,171.13,160.71,N/A,2026-02-10
NORTHERN TERRITORY,DARWIN,153.59,163.76,N/A,N/A,166.55,N/A,2026-02-10
QUEENSLAND,BRISBANE,147.63,155.54,148.97,169.55,159.47,167.98,2026-02-10
QUEENSLAND,CAIRNS,154.52,166.64,N/A,N/A,165.01,N/A,2026-02-10
QUEENSLAND,GLADSTONE,154.18,160.51,N/A,N/A,163.44,N/A,2026-02-10
QUEENSLAND,MACKAY,154.58,N/A,N/A,N/A,163.35,N/A,2026-02-10
QUEENSLAND,TOWNSVILLE,154.21,162.15,N/A,178.33,164.64,N/A,2026-02-10
QUEENSLAND,WEIPA,177.09,N/A,N/A,N/A,174.45,N/A,2026-02-10
SOUTH AUSTRALIA,ADELAIDE,149.01,156.38,150.91,171.33,161.21,N/A,2026-02-10
SOUTH AUSTRALIA,PORT LINCOLN,156.79,N/A,N/A,181.18,168.93,N/A,2026-02-10
TASMANIA,DEVONPORT,153.55,164.03,N/A,N/A,166.87,N/A,2026-02-10
TASMANIA,HOBART,153.64,164.09,N/A,179.74,166.21,N/A,2026-02-10
VICTORIA,GEELONG,146.87,154.78,N/A,169.10,159.85,N/A,2026-02-10
VICTORIA,MELBOURNE,146.87,154.78,148.20,169.10,159.85,N/A,2026-02-10
WESTERN AUSTRALIA,BROOME,190.82,199.73,N/A,N/A,190.95,N/A,2026-02-10
WESTERN AUSTRALIA,COCOS Island,N/A,371.51,N/A,N/A,211.16,N/A,2026-02-10
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,181.63,N/A,2026-02-10
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,164.15,N/A,2026-02-10
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,181.63,N/A,2026-02-10
WESTERN AUSTRALIA,PERTH,148.95,160.97,N/A,175.12,160.24,N/A,2026-02-10
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,188.36,N/A,2026-02-10
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,160.58,N/A,2026-02-07
NEW SOUTH WALES,SYDNEY,149.23,157.19,149.71,170.96,160.44,N/A,2026-02-07
NORTHERN TERRITORY,DARWIN,153.47,163.60,N/A,N/A,166.28,N/A,2026-02-07
QUEENSLAND,BRISBANE,147.52,155.39,148.87,169.38,159.20,167.73,2026-02-07
QUEENSLAND,CAIRNS,154.41,166.50,N/A,N/A,164.74,N/A,2026-02-07
QUEENSLAND,GLADSTONE,154.07,160.37,N/A,N/A,163.17,N/A,2026-02-07
QUEENSLAND,MACKAY,154.46,N/A,N/A,N/A,163.09,N/A,2026-02-07
QUEENSLAND,TOWNSVILLE,154.10,162.00,N/A,178.16,164.36,N/A,2026-02-07
QUEENSLAND,WEIPA,176.98,N/A,N/A,N/A,174.20,N/A,2026-02-07
SOUTH AUSTRALIA,ADELAIDE,148.90,156.22,150.80,171.15,160.94,N/A,2026-02-07
SOUTH AUSTRALIA,PORT LINCOLN,156.68,N/A,N/A,181.01,168.67,N/A,2026-02-07
TASMANIA,DEVONPORT,153.45,163.89,N/A,N/A,166.61,N/A,2026-02-07
TASMANIA,HOBART,153.54,163.94,N/A,179.58,165.95,N/A,2026-02-07
VICTORIA,GEELONG,146.77,154.64,N/A,168.94,159.59,N/A,2026-02-07
VICTORIA,MELBOURNE,146.77,154.64,148.09,168.94,159.59,N/A,2026-02-07
WESTERN AUSTRALIA,BROOME,190.77,199.64,N/A,N/A,190.70,N/A,2026-02-07
WESTERN AUSTRALIA,COCOS Island,N/A,371.37,N/A,N/A,210.91,N/A,2026-02-07
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,181.35,N/A,2026-02-07
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,163.87,N/A,2026-02-07
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,181.35,N/A,2026-02-07
WESTERN AUSTRALIA,PERTH,148.83,160.82,N/A,174.94,159.96,N/A,2026-02-07
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,188.08,N/A,2026-02-07
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,160.37,N/A,2026-02-06
NEW SOUTH WALES,SYDNEY,149.30,157.26,149.79,171.04,160.24,N/A,2026-02-06
NORTHERN TERRITORY,DARWIN,153.54,163.66,N/A,N/A,166.07,N/A,2026-02-06
QUEENSLAND,BRISBANE,147.60,155.45,148.94,169.46,158.99,167.53,2026-02-06
QUEENSLAND,CAIRNS,154.48,166.57,N/A,N/A,164.54,N/A,2026-02-06
QUEENSLAND,GLADSTONE,154.14,160.45,N/A,N/A,162.97,N/A,2026-02-06
QUEENSLAND,MACKAY,154.54,N/A,N/A,N/A,162.88,N/A,2026-02-06
QUEENSLAND,TOWNSVILLE,154.18,162.07,N/A,178.23,164.16,N/A,2026-02-06
QUEENSLAND,WEIPA,177.08,N/A,N/A,N/A,174.01,N/A,2026-02-06
SOUTH AUSTRALIA,ADELAIDE,148.97,156.29,150.87,171.23,160.74,N/A,2026-02-06
SOUTH AUSTRALIA,PORT LINCOLN,156.77,N/A,N/A,181.08,168.48,N/A,2026-02-06
TASMANIA,DEVONPORT,153.54,163.97,N/A,N/A,166.41,N/A,2026-02-06
TASMANIA,HOBART,153.63,164.02,N/A,179.66,165.75,N/A,2026-02-06
VICTORIA,GEELONG,146.85,154.70,N/A,169.02,159.38,N/A,2026-02-06
VICTORIA,MELBOURNE,146.85,154.70,148.17,169.02,159.38,N/A,2026-02-06
WESTERN AUSTRALIA,BROOME,191.03,199.88,N/A,N/A,190.51,N/A,2026-02-06
WESTERN AUSTRALIA,COCOS Island,N/A,371.42,N/A,N/A,210.71,N/A,2026-02-06
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,181.13,N/A,2026-02-06
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,163.66,N/A,2026-02-06
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,181.13,N/A,2026-02-06
WESTERN AUSTRALIA,PERTH,148.91,160.88,N/A,175.00,159.74,N/A,2026-02-06
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,187.87,N/A,2026-02-06
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,160.15,N/A,2026-02-05
NEW SOUTH WALES,SYDNEY,149.49,157.48,149.95,171.27,160.02,N/A,2026-02-05
NORTHERN TERRITORY,DARWIN,153.70,163.86,N/A,N/A,165.81,N/A,2026-02-05
QUEENSLAND,BRISBANE,147.77,155.66,149.09,169.68,158.76,167.31,2026-02-05
QUEENSLAND,CAIRNS,154.67,166.78,N/A,N/A,164.31,N/A,2026-02-05
QUEENSLAND,GLADSTONE,154.33,160.66,N/A,N/A,162.75,N/A,2026-02-05
QUEENSLAND,MACKAY,154.74,N/A,N/A,N/A,162.66,N/A,2026-02-05
QUEENSLAND,TOWNSVILLE,154.36,162.29,N/A,178.48,163.93,N/A,2026-02-05
QUEENSLAND,WEIPA,177.29,N/A,N/A,N/A,173.82,N/A,2026-02-05
SOUTH AUSTRALIA,ADELAIDE,149.15,156.50,151.04,171.46,160.51,N/A,2026-02-05
SOUTH AUSTRALIA,PORT LINCOLN,156.96,N/A,N/A,181.31,168.28,N/A,2026-02-05
TASMANIA,DEVONPORT,153.73,164.19,N/A,N/A,166.20,N/A,2026-02-05
TASMANIA,HOBART,153.81,164.24,N/A,179.89,165.54,N/A,2026-02-05
VICTORIA,GEELONG,147.03,154.91,N/A,169.24,159.15,N/A,2026-02-05
VICTORIA,MELBOURNE,147.03,154.91,148.32,169.24,159.15,N/A,2026-02-05
WESTERN AUSTRALIA,BROOME,191.48,200.38,N/A,N/A,190.32,N/A,2026-02-05
WESTERN AUSTRALIA,COCOS Island,N/A,371.59,N/A,N/A,210.50,N/A,2026-02-05
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,180.88,N/A,2026-02-05
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,163.41,N/A,2026-02-05
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,180.88,N/A,2026-02-05
WESTERN AUSTRALIA,PERTH,149.06,161.06,N/A,175.21,159.50,N/A,2026-02-05
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,187.63,N/A,2026-02-05
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,160.09,N/A,2026-02-04
NEW SOUTH WALES,SYDNEY,149.99,158.02,150.46,171.82,159.96,N/A,2026-02-04
NORTHERN TERRITORY,DARWIN,154.19,164.38,N/A,N/A,165.75,N/A,2026-02-04
QUEENSLAND,BRISBANE,148.27,156.21,149.60,170.24,158.71,167.26,2026-02-04
QUEENSLAND,CAIRNS,155.18,167.33,N/A,N/A,164.26,N/A,2026-02-04
QUEENSLAND,GLADSTONE,154.86,161.21,N/A,N/A,162.69,N/A,2026-02-04
QUEENSLAND,MACKAY,155.40,N/A,N/A,N/A,162.73,N/A,2026-02-04
QUEENSLAND,TOWNSVILLE,154.87,162.86,N/A,179.05,163.89,N/A,2026-02-04
QUEENSLAND,WEIPA,177.80,N/A,N/A,N/A,173.79,N/A,2026-02-04
SOUTH AUSTRALIA,ADELAIDE,149.66,157.05,151.54,172.02,160.47,N/A,2026-02-04
SOUTH AUSTRALIA,PORT LINCOLN,157.48,N/A,N/A,181.87,168.23,N/A,2026-02-04
TASMANIA,DEVONPORT,154.23,164.74,N/A,N/A,166.16,N/A,2026-02-04
TASMANIA,HOBART,154.32,164.79,N/A,180.46,165.50,N/A,2026-02-04
VICTORIA,GEELONG,147.51,155.44,N/A,169.77,159.09,N/A,2026-02-04
VICTORIA,MELBOURNE,147.51,155.44,148.83,169.77,159.09,N/A,2026-02-04
WESTERN AUSTRALIA,BROOME,192.16,201.09,N/A,N/A,190.30,N/A,2026-02-04
WESTERN AUSTRALIA,COCOS Island,N/A,372.07,N/A,N/A,210.44,N/A,2026-02-04
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,180.82,N/A,2026-02-04
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,163.35,N/A,2026-02-04
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,180.82,N/A,2026-02-04
WESTERN AUSTRALIA,PERTH,149.55,161.59,N/A,175.76,159.43,N/A,2026-02-04
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,187.56,N/A,2026-02-04
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,159.59,N/A,2026-02-03
NEW SOUTH WALES,SYDNEY,150.01,158.08,150.46,171.92,159.47,N/A,2026-02-03
NORTHERN TERRITORY,DARWIN,154.20,164.45,N/A,N/A,165.25,N/A,2026-02-03
QUEENSLAND,BRISBANE,148.28,156.27,149.60,170.32,158.21,166.78,2026-02-03
QUEENSLAND,CAIRNS,155.21,167.42,N/A,N/A,163.78,N/A,2026-02-03
QUEENSLAND,GLADSTONE,154.88,161.29,N/A,N/A,162.18,N/A,2026-02-03
QUEENSLAND,MACKAY,155.43,N/A,N/A,N/A,162.23,N/A,2026-02-03
QUEENSLAND,TOWNSVILLE,154.90,162.94,N/A,179.16,163.41,N/A,2026-02-03
QUEENSLAND,WEIPA,177.86,N/A,N/A,N/A,173.36,N/A,2026-02-03
SOUTH AUSTRALIA,ADELAIDE,149.68,157.11,151.55,172.12,159.97,N/A,2026-02-03
SOUTH AUSTRALIA,PORT LINCOLN,157.52,N/A,N/A,181.97,167.77,N/A,2026-02-03
TASMANIA,DEVONPORT,154.26,164.81,N/A,N/A,165.69,N/A,2026-02-03
TASMANIA,HOBART,154.35,164.87,N/A,180.57,165.03,N/A,2026-02-03
VICTORIA,GEELONG,147.53,155.51,N/A,169.87,158.59,N/A,2026-02-03
VICTORIA,MELBOURNE,147.53,155.51,148.83,169.87,158.59,N/A,2026-02-03
WESTERN AUSTRALIA,BROOME,192.45,201.44,N/A,N/A,189.85,N/A,2026-02-03
WESTERN AUSTRALIA,COCOS Island,N/A,372.12,N/A,N/A,209.98,N/A,2026-02-03
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,180.31,N/A,2026-02-03
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,162.86,N/A,2026-02-03
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,180.31,N/A,2026-02-03
WESTERN AUSTRALIA,PERTH,149.55,161.65,N/A,175.84,158.93,N/A,2026-02-03
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,187.07,N/A,2026-02-03
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,159.48,N/A,2026-02-02
NEW SOUTH WALES,SYDNEY,151.37,158.71,151.80,172.59,159.41,N/A,2026-02-02
NORTHERN TERRITORY,DARWIN,155.78,164.27,N/A,N/A,164.97,N/A,2026-02-02
QUEENSLAND,BRISBANE,149.58,156.83,150.74,170.93,158.13,166.69,2026-02-02
QUEENSLAND,CAIRNS,155.80,169.05,N/A,N/A,163.63,N/A,2026-02-02
QUEENSLAND,GLADSTONE,155.27,162.64,N/A,N/A,161.88,N/A,2026-02-02
QUEENSLAND,MACKAY,155.89,N/A,N/A,N/A,162.05,N/A,2026-02-02
QUEENSLAND,TOWNSVILLE,155.11,164.24,N/A,181.14,163.08,N/A,2026-02-02
QUEENSLAND,WEIPA,178.30,N/A,N/A,N/A,172.84,N/A,2026-02-02
SOUTH AUSTRALIA,ADELAIDE,150.71,159.26,152.48,174.32,159.96,N/A,2026-02-02
SOUTH AUSTRALIA,PORT LINCOLN,157.09,N/A,N/A,183.51,167.07,N/A,2026-02-02
TASMANIA,DEVONPORT,155.33,165.13,N/A,N/A,165.73,N/A,2026-02-02
TASMANIA,HOBART,155.42,165.19,N/A,180.93,165.07,N/A,2026-02-02
VICTORIA,GEELONG,148.75,155.99,N/A,170.40,158.41,N/A,2026-02-02
VICTORIA,MELBOURNE,148.75,155.99,149.93,170.40,158.41,N/A,2026-02-02
WESTERN AUSTRALIA,BROOME,194.33,203.34,N/A,N/A,189.84,N/A,2026-02-02
WESTERN AUSTRALIA,COCOS Island,N/A,366.85,N/A,N/A,209.36,N/A,2026-02-02
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,179.60,N/A,2026-02-02
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,162.67,N/A,2026-02-02
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,179.60,N/A,2026-02-02
WESTERN AUSTRALIA,PERTH,150.55,161.92,N/A,176.17,158.90,N/A,2026-02-02
WESTERN AUSTRALIA,PORT HEDLAND,177.53,N/A,N/A,N/A,187.02,N/A,2026-02-02
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,158.54,N/A,2026-01-30
NEW SOUTH WALES,SYDNEY,150.66,157.99,151.10,171.93,158.47,N/A,2026-01-30
NORTHERN TERRITORY,DARWIN,155.05,163.54,N/A,N/A,164.01,N/A,2026-01-30
QUEENSLAND,BRISBANE,148.87,156.11,150.03,170.27,157.17,165.78,2026-01-30
QUEENSLAND,CAIRNS,155.12,168.37,N/A,N/A,162.70,N/A,2026-01-30
QUEENSLAND,GLADSTONE,154.59,161.95,N/A,N/A,160.94,N/A,2026-01-30
QUEENSLAND,MACKAY,155.21,N/A,N/A,N/A,161.12,N/A,2026-01-30
QUEENSLAND,TOWNSVILLE,154.43,163.56,N/A,180.51,162.15,N/A,2026-01-30
QUEENSLAND,WEIPA,177.63,N/A,N/A,N/A,171.95,N/A,2026-01-30
SOUTH AUSTRALIA,ADELAIDE,150.01,158.58,151.78,173.67,159.02,N/A,2026-01-30
SOUTH AUSTRALIA,PORT LINCOLN,156.41,N/A,N/A,182.86,166.17,N/A,2026-01-30
TASMANIA,DEVONPORT,154.63,164.43,N/A,N/A,164.81,N/A,2026-01-30
TASMANIA,HOBART,154.72,164.48,N/A,180.28,164.15,N/A,2026-01-30
VICTORIA,GEELONG,148.03,155.27,N/A,169.73,157.47,N/A,2026-01-30
VICTORIA,MELBOURNE,148.03,155.27,149.22,169.73,157.47,N/A,2026-01-30
WESTERN AUSTRALIA,BROOME,193.94,202.96,N/A,N/A,188.96,N/A,2026-01-30
WESTERN AUSTRALIA,COCOS Island,N/A,366.19,N/A,N/A,208.50,N/A,2026-01-30
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,178.65,N/A,2026-01-30
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,161.71,N/A,2026-01-30
